Crime,detect,{"count": 942, "idf2": 50.0, "tf-idf2": 5.42, "tf-idf": 0.612, "tf_in_genre": 0.10843, "idf": 5.643856189774724, "tf_tot": 0.02}
Crime,polic,{"count": 2041, "idf2": 20.4, "tf-idf2": 4.79, "tf-idf": 1.022, "tf_in_genre": 0.23492, "idf": 4.351074440546879, "tf_tot": 0.049}
Crime,investig,{"count": 1011, "idf2": 32.3, "tf-idf2": 3.76, "tf-idf": 0.583, "tf_in_genre": 0.11637, "idf": 5.011587974275212, "tf_tot": 0.031}
Crime,murder,{"count": 1904, "idf2": 16.9, "tf-idf2": 3.7, "tf-idf": 0.895, "tf_in_genre": 0.21915, "idf": 4.083141235300245, "tf_tot": 0.059}
Crime,gang,{"count": 914, "idf2": 32.3, "tf-idf2": 3.4, "tf-idf": 0.527, "tf_in_genre": 0.1052, "idf": 5.011587974275212, "tf_tot": 0.031}
Crime,kill,{"count": 1845, "idf2": 12.0, "tf-idf2": 2.55, "tf-idf": 0.763, "tf_in_genre": 0.21236, "idf": 3.590744853315162, "tf_tot": 0.083}
Crime,money,{"count": 928, "idf2": 20.8, "tf-idf2": 2.22, "tf-idf": 0.468, "tf_in_genre": 0.10681, "idf": 4.380821783940931, "tf_tot": 0.048}
Crime,plan,{"count": 934, "idf2": 17.5, "tf-idf2": 1.88, "tf-idf": 0.444, "tf_in_genre": 0.1075, "idf": 4.132894270497345, "tf_tot": 0.057}
Crime,soon,{"count": 893, "idf2": 14.7, "tf-idf2": 1.51, "tf-idf": 0.399, "tf_in_genre": 0.10279, "idf": 3.878321443411748, "tf_tot": 0.068}
Crime,get,{"count": 2564, "idf2": 5.0, "tf-idf2": 1.48, "tf-idf": 0.683, "tf_in_genre": 0.29512, "idf": 2.3147325934831584, "tf_tot": 0.201}
Crime,name,{"count": 909, "idf2": 13.9, "tf-idf2": 1.45, "tf-idf": 0.397, "tf_in_genre": 0.10463, "idf": 3.7958592832197753, "tf_tot": 0.072}
Crime,wife,{"count": 1008, "idf2": 12.5, "tf-idf2": 1.45, "tf-idf": 0.423, "tf_in_genre": 0.11602, "idf": 3.6438561897747253, "tf_tot": 0.08}
Crime,himself,{"count": 976, "idf2": 12.7, "tf-idf2": 1.43, "tf-idf": 0.411, "tf_in_genre": 0.11234, "idf": 3.6620035364849843, "tf_tot": 0.079}
Crime,him,{"count": 3014, "idf2": 4.1, "tf-idf2": 1.42, "tf-idf": 0.706, "tf_in_genre": 0.34692, "idf": 2.0350469470992008, "tf_tot": 0.244}
Crime,help,{"count": 1224, "idf2": 10.1, "tf-idf2": 1.42, "tf-idf": 0.47, "tf_in_genre": 0.14088, "idf": 3.3364276645824775, "tf_tot": 0.099}
Crime,forc,{"count": 887, "idf2": 13.9, "tf-idf2": 1.42, "tf-idf": 0.388, "tf_in_genre": 0.10209, "idf": 3.7958592832197753, "tf_tot": 0.072}
Crime,befor,{"count": 913, "idf2": 13.2, "tf-idf2": 1.39, "tf-idf": 0.391, "tf_in_genre": 0.10509, "idf": 3.717856771218502, "tf_tot": 0.076}
Crime,out,{"count": 2569, "idf2": 4.6, "tf-idf2": 1.36, "tf-idf": 0.648, "tf_in_genre": 0.2957, "idf": 2.1909972250609138, "tf_tot": 0.219}
Crime,turn,{"count": 1068, "idf2": 11.1, "tf-idf2": 1.36, "tf-idf": 0.427, "tf_in_genre": 0.12293, "idf": 3.473931188332412, "tf_tot": 0.09}
Crime,now,{"count": 1039, "idf2": 11.4, "tf-idf2": 1.36, "tf-idf": 0.419, "tf_in_genre": 0.11959, "idf": 3.50635266602479, "tf_tot": 0.088}
Crime,also,{"count": 1180, "idf2": 10.0, "tf-idf2": 1.36, "tf-idf": 0.451, "tf_in_genre": 0.13582, "idf": 3.3219280948873626, "tf_tot": 0.1}
Crime,after,{"count": 2233, "idf2": 5.2, "tf-idf2": 1.34, "tf-idf": 0.612, "tf_in_genre": 0.25702, "idf": 2.380821783940931, "tf_tot": 0.192}
Crime,up,{"count": 2327, "idf2": 5.0, "tf-idf2": 1.34, "tf-idf": 0.622, "tf_in_genre": 0.26784, "idf": 2.321928094887362, "tf_tot": 0.2}
Crime,find,{"count": 2436, "idf2": 4.7, "tf-idf2": 1.32, "tf-idf": 0.627, "tf_in_genre": 0.28039, "idf": 2.2378638300988882, "tf_tot": 0.212}
Crime,use,{"count": 895, "idf2": 12.7, "tf-idf2": 1.31, "tf-idf": 0.377, "tf_in_genre": 0.10302, "idf": 3.6620035364849843, "tf_tot": 0.079}
Crime,tri,{"count": 1443, "idf2": 7.9, "tf-idf2": 1.31, "tf-idf": 0.494, "tf_in_genre": 0.16609, "idf": 2.977099597889921, "tf_tot": 0.127}
Crime,been,{"count": 1170, "idf2": 9.7, "tf-idf2": 1.31, "tf-idf": 0.442, "tf_in_genre": 0.13467, "idf": 3.279283757478869, "tf_tot": 0.103}
Crime,want,{"count": 1037, "idf2": 11.0, "tf-idf2": 1.31, "tf-idf": 0.413, "tf_in_genre": 0.11936, "idf": 3.457989644463391, "tf_tot": 0.091}
Crime,while,{"count": 1417, "idf2": 8.0, "tf-idf2": 1.3, "tf-idf": 0.489, "tf_in_genre": 0.1631, "idf": 3.0, "tf_tot": 0.125}
Crime,decid,{"count": 1085, "idf2": 10.4, "tf-idf2": 1.3, "tf-idf": 0.422, "tf_in_genre": 0.12488, "idf": 3.380821783940931, "tf_tot": 0.096}
Crime,then,{"count": 1138, "idf2": 9.9, "tf-idf2": 1.3, "tf-idf": 0.433, "tf_in_genre": 0.13099, "idf": 3.3075728019102923, "tf_tot": 0.101}
Crime,when,{"count": 3415, "idf2": 3.3, "tf-idf2": 1.3, "tf-idf": 0.67, "tf_in_genre": 0.39307, "idf": 1.7036894392919077, "tf_tot": 0.307}
Crime,he,{"count": 5058, "idf2": 2.2, "tf-idf2": 1.28, "tf-idf": 0.667, "tf_in_genre": 0.58218, "idf": 1.1456053222468991, "tf_tot": 0.452}
Crime,go,{"count": 1170, "idf2": 9.5, "tf-idf2": 1.28, "tf-idf": 0.438, "tf_in_genre": 0.13467, "idf": 3.2515387669959646, "tf_tot": 0.105}
Crime,who,{"count": 4283, "idf2": 2.6, "tf-idf2": 1.28, "tf-idf": 0.675, "tf_in_genre": 0.49298, "idf": 1.3695945285176767, "tf_tot": 0.387}
